#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         730     1.94066     1.93112 0.000934051
         731     1.94139     1.93113 0.000932879
         732      1.9421     1.93114 0.000931725
         733     1.94279     1.93116 0.000930589
         734     1.94345     1.93118 0.000929472
         735     1.94409     1.93119 0.000928373
         736      1.9447     1.93121 0.000927293
         737     1.94528     1.93123 0.000926231
         738     1.94584     1.93125 0.000925187
         739     1.94637     1.93127 0.000924162
         740     1.94688     1.93129 0.000923153
         741     1.94736     1.93132 0.000922162
         742     1.94782     1.93134 0.000921187
         743     1.94825     1.93136 0.000920229
         744     1.94867     1.93138 0.000919286
         745     1.94906     1.93141 0.000918358
         746     1.94943     1.93143 0.000917445
         747     1.94979     1.93146 0.000916546
         748     1.95013     1.93148 0.000915661
         749     1.95046     1.93151 0.000914789
         750     1.95078     1.93153  0.00091393
         751     1.95108     1.93156 0.000913084
         752     1.95138     1.93158  0.00091225
         753     1.95167     1.93161 0.000911428
         754     1.95196     1.93164 0.000910619
         755     1.95225     1.93167 0.000909822
         756     1.95253     1.93169 0.000909037
         757     1.95282     1.93172 0.000908265
         758     1.95311     1.93175 0.000907505
         759      1.9534     1.93178 0.000906757
         760      1.9537     1.93181 0.000906023
         761     1.95401     1.93184 0.000905302
         762     1.95433     1.93187 0.000904595
         763     1.95465     1.93189 0.000903903
         764     1.95499     1.93193 0.000903225
         765     1.95533     1.93196 0.000902562
         766     1.95568     1.93199 0.000901915
         767     1.95605     1.93202 0.000901284
         768     1.95642     1.93205 0.000900671
         769      1.9568     1.93208 0.000900074
         770     1.95719     1.93211 0.000899496
         771     1.95759     1.93215 0.000898936
         772       1.958     1.93218 0.000898395
         773     1.95841     1.93222 0.000897873
         774     1.95882     1.93225 0.000897371
         775     1.95923     1.93228 0.000896888
         776     1.95965     1.93232 0.000896425
         777     1.96006     1.93236 0.000895982
         778     1.96047     1.93239 0.000895559
         779     1.96087     1.93243 0.000895155
         780     1.96126     1.93246 0.000894771
         781     1.96164      1.9325 0.000894404
         782     1.96201     1.93254 0.000894056
         783     1.96236     1.93258 0.000893725
         784     1.96269     1.93262  0.00089341
         785     1.96299     1.93266 0.000893109
         786     1.96328     1.93269 0.000892822
         787     1.96354     1.93273 0.000892548
         788     1.96376     1.93277 0.000892283
         789     1.96396     1.93281 0.000892027
         790     1.96412     1.93285 0.000891778
         791     1.96425     1.93289 0.000891534
         792     1.96434     1.93293 0.000891292
         793     1.96439     1.93297 0.000891051
         794      1.9644     1.93301 0.000890808
         795     1.96437     1.93305  0.00089056
         796     1.96429     1.93309 0.000890306
         797     1.96417     1.93313 0.000890043
         798       1.964     1.93317 0.000889768
         799     1.96379     1.93321 0.000889479
         800     1.96352     1.93324 0.000889174
         801     1.96321     1.93328 0.000888851
         802     1.96285     1.93332 0.000888507
         803     1.96244     1.93335  0.00088814
         804     1.96199     1.93339  0.00088775
         805     1.96148     1.93342 0.000887332
         806     1.96093     1.93346 0.000886887
         807     1.96033     1.93349 0.000886413
         808     1.95969     1.93352 0.000885909
         809       1.959     1.93356 0.000885373
         810     1.95826     1.93359 0.000884806
         811     1.95749     1.93362 0.000884205
         812     1.95668     1.93364 0.000883572
         813     1.95583     1.93367 0.000882907
         814     1.95494      1.9337 0.000882209
         815     1.95402     1.93372 0.000881478
         816     1.95307     1.93375 0.000880717
         817     1.95208     1.93377 0.000879925
         818     1.95108     1.93379 0.000879104
         819     1.95005     1.93381 0.000878254
         820       1.949     1.93383 0.000877379
         821     1.94793     1.93385 0.000876478
         822     1.94685     1.93386 0.000875555
         823     1.94576     1.93388  0.00087461
         824     1.94466     1.93389 0.000873647
         825     1.94355      1.9339 0.000872666
         826     1.94245     1.93391 0.000871671
         827     1.94135     1.93392 0.000870663
         828     1.94025     1.93393 0.000869645
         829     1.93916     1.93393 0.000868619
         830     1.93808     1.93394 0.000867587
         831     1.93702     1.93394 0.000866551
         832     1.93597     1.93394 0.000865513
         833     1.93495     1.93395 0.000864475
         834     1.93395     1.93395 0.000863438
         835     1.93298     1.93394 0.000862405
         836     1.93203     1.93394 0.000861376
         837     1.93112     1.93394 0.000860354
         838     1.93024     1.93393 0.000859338
         839     1.92941     1.93393 0.000858331
         840     1.92861     1.93392 0.000857333
         841     1.92785     1.93392 0.000856344
         842     1.92714     1.93391 0.000855364
         843     1.92647      1.9339 0.000854395
         844     1.92585     1.93389 0.000853436
         845     1.92528     1.93388 0.000852487
         846     1.92476     1.93387 0.000851548
         847     1.92429     1.93386 0.000850617
         848     1.92388     1.93385 0.000849696
         849     1.92353     1.93383 0.000848782
         850     1.92323     1.93382 0.000847875
         851     1.92298     1.93381 0.000846974
         852      1.9228     1.93379 0.000846079
         853     1.92268     1.93378 0.000845187
         854     1.92261     1.93377 0.000844299
         855      1.9226     1.93376 0.000843412
         856     1.92266     1.93374 0.000842526
         857     1.92277     1.93373 0.000841641
         858     1.92295     1.93372 0.000840753
         859     1.92318     1.93371 0.000839864
         860     1.92347     1.93369 0.000838972
         861     1.92382     1.93368 0.000838076
         862     1.92422     1.93367 0.000837176
         863     1.92467     1.93366  0.00083627
         864     1.92518     1.93365  0.00083536
         865     1.92574     1.93364 0.000834444
         866     1.92634     1.93363 0.000833523
         867     1.92699     1.93363 0.000832597
         868     1.92768     1.93362 0.000831666
         869     1.92841     1.93361 0.000830731
         870     1.92917     1.93361 0.000829792
         871     1.92997      1.9336 0.000828849
         872     1.93079      1.9336 0.000827905
         873     1.93164      1.9336  0.00082696
         874     1.93251      1.9336 0.000826015
         875     1.93339      1.9336 0.000825071
         876     1.93429      1.9336 0.000824129
         877     1.93519      1.9336 0.000823191
         878      1.9361      1.9336 0.000822259
         879     1.93701     1.93361 0.000821332
         880     1.93791     1.93361 0.000820414
         881     1.93881     1.93362 0.000819504
         882      1.9397     1.93362 0.000818604
         883     1.94057     1.93363 0.000817714
         884     1.94144     1.93364 0.000816837
         885     1.94228     1.93365 0.000815972
         886      1.9431     1.93366 0.000815121
         887      1.9439     1.93367 0.000814284
         888     1.94468     1.93368 0.000813461
         889     1.94543      1.9337 0.000812654
         890     1.94616     1.93371 0.000811861
         891     1.94687     1.93373 0.000811084
         892     1.94755     1.93374 0.000810323
         893      1.9482     1.93376 0.000809577
         894     1.94884     1.93377 0.000808847
         895     1.94945     1.93379 0.000808133
         896     1.95004     1.93381 0.000807435
         897     1.95061     1.93383 0.000806752
         898     1.95117     1.93385 0.000806084
         899     1.95171     1.93387 0.000805433
         900     1.95225     1.93389 0.000804796
         901     1.95277     1.93391 0.000804176
         902     1.95329     1.93393 0.000803571
         903     1.95381     1.93395 0.000802983
         904     1.95433     1.93398 0.000802411
         905     1.95485       1.934 0.000801856
         906     1.95538     1.93402 0.000801318
         907     1.95592     1.93405 0.000800798
         908     1.95647     1.93407 0.000800297
         909     1.95703      1.9341 0.000799815
         910     1.95762     1.93412 0.000799353
         911     1.95822     1.93415 0.000798913
         912     1.95884     1.93418 0.000798496
         913     1.95948      1.9342 0.000798102
         914     1.96014     1.93423 0.000797733
         915     1.96083     1.93426 0.000797391
         916     1.96154     1.93429 0.000797076
         917     1.96227     1.93432 0.000796791
         918     1.96302     1.93435 0.000796536
         919     1.96379     1.93438 0.000796313
